_iter,O.f1,F_m.f1,OF_m.f1,F_mw.f1,OF_mw.f1,O.AUPRC,F_m.AUPRC,OF_m.AUPRC,F_mw.AUPRC,OF_mw.AUPRC,O.AUROC,F_m.AUROC,OF_m.AUROC,F_mw.AUROC,OF_mw.AUROC,O.Brier,F_m.Brier,OF_m.Brier,F_mw.Brier,OF_mw.Brier,O.ECE,F_m.ECE,OF_m.ECE,F_mw.ECE,OF_mw.ECE
90,0.043513,0.052701,0.032349,0.050267,0.020669,0.056481,0.056132,0.056232,0.06099,0.055443,0.674038,0.665583,0.663657,0.658007,0.671114,0.021958,0.021978,0.022045,0.021911,0.022037,0.019881,0.020323,0.020724,0.020127,0.020702
91,0.04367,0.039517,0.048696,0.022486,0.040659,0.060765,0.055472,0.06373,0.052947,0.060131,0.677107,0.667458,0.674778,0.67861,0.681703,0.021945,0.021962,0.021914,0.022007,0.021972,0.019893,0.020238,0.020436,0.020368,0.02063
92,0.042739,0.051069,0.031374,0.021672,0.025298,0.052491,0.054923,0.054263,0.056942,0.060562,0.671185,0.674304,0.669028,0.679937,0.673802,0.021985,0.02203,0.022061,0.021986,0.022017,0.019809,0.020533,0.020826,0.02038,0.020683
93,0.053135,0.023083,0.020619,0.023087,0.039579,0.06076,0.050034,0.053729,0.049577,0.052528,0.681529,0.673823,0.677162,0.668508,0.680133,0.021938,0.022059,0.022032,0.022063,0.022067,0.019977,0.020419,0.020701,0.020476,0.020808
94,0.043218,0.043928,0.01613,0.04255,0.020705,0.05665,0.054757,0.057004,0.05288,0.058301,0.687813,0.675666,0.679557,0.6734,0.679467,0.021952,0.021975,0.022028,0.022015,0.021971,0.019829,0.020207,0.020706,0.020297,0.020611
95,0.032218,0.03599,0.019195,0.022211,0.016176,0.052035,0.051976,0.053801,0.048572,0.049241,0.687857,0.681185,0.68192,0.675774,0.681309,0.022012,0.022009,0.02207,0.022067,0.022042,0.019794,0.020212,0.020587,0.020291,0.02067
96,0.062676,0.030371,0.027551,0.019778,0.023315,0.060932,0.049612,0.053017,0.050836,0.051752,0.672718,0.665926,0.670852,0.670567,0.668798,0.021894,0.022052,0.022025,0.022053,0.02204,0.019868,0.020435,0.020735,0.020438,0.020654
97,0.051935,0.045839,0.03162,0.035257,0.028274,0.056977,0.063272,0.061375,0.061935,0.06297,0.690944,0.68992,0.701881,0.687801,0.695132,0.021979,0.021986,0.022023,0.022,0.021958,0.019677,0.020295,0.02079,0.02032,0.020581
98,0.043334,0.049596,0.031863,0.025346,0.046568,0.061956,0.062067,0.06215,0.054636,0.059411,0.699049,0.691022,0.689814,0.689996,0.679541,0.021929,0.021945,0.021977,0.022009,0.02202,0.019842,0.02025,0.020666,0.02033,0.020653
99,0.03378,0.034905,0.029502,0.037558,0.015928,0.052344,0.053122,0.057796,0.05406,0.057934,0.686726,0.682078,0.690078,0.690157,0.689409,0.021998,0.022013,0.022014,0.021993,0.021999,0.019858,0.020349,0.02065,0.02022,0.020694
