_iter,O.f1,F_m.f1,OF_m.f1,F_mw.f1,OF_mw.f1,O.AUPRC,F_m.AUPRC,OF_m.AUPRC,F_mw.AUPRC,OF_mw.AUPRC,O.AUROC,F_m.AUROC,OF_m.AUROC,F_mw.AUROC,OF_mw.AUROC,O.Brier,F_m.Brier,OF_m.Brier,F_mw.Brier,OF_mw.Brier,O.ECE,F_m.ECE,OF_m.ECE,F_mw.ECE,OF_mw.ECE
89,0.41249,0.285021,0.424356,0.307976,0.42551,0.412606,0.240055,0.404154,0.23794,0.408037,0.897568,0.875174,0.900497,0.874512,0.900964,0.016791,0.019858,0.016849,0.019902,0.016786,0.013236,0.013767,0.013603,0.013781,0.013004
90,0.417588,0.302445,0.401188,0.308484,0.422942,0.403781,0.239051,0.391863,0.233846,0.400027,0.904692,0.869992,0.905599,0.870627,0.907682,0.017033,0.019728,0.017335,0.019769,0.017169,0.013389,0.013165,0.014305,0.013401,0.013954
91,0.439641,0.319275,0.407532,0.315207,0.435337,0.415466,0.247518,0.414349,0.24415,0.416411,0.895386,0.865422,0.899717,0.865003,0.898842,0.016656,0.019581,0.016637,0.019652,0.01657,0.012655,0.013412,0.01308,0.01337,0.012863
92,0.413361,0.300644,0.394145,0.315158,0.416467,0.401874,0.229033,0.390855,0.229636,0.401479,0.896761,0.869824,0.896387,0.871275,0.898202,0.017044,0.019866,0.017232,0.019844,0.017154,0.013184,0.013071,0.014011,0.013276,0.013204
93,0.417346,0.296408,0.42835,0.305124,0.41212,0.406337,0.221411,0.406998,0.222788,0.409076,0.894072,0.870967,0.901232,0.871065,0.90133,0.017032,0.020125,0.017007,0.020118,0.016969,0.013348,0.014635,0.014067,0.014428,0.013289
94,0.432978,0.310263,0.420268,0.317908,0.418135,0.406184,0.271236,0.409592,0.263019,0.406729,0.892251,0.862786,0.895066,0.863177,0.894191,0.016738,0.019118,0.0168,0.019223,0.016873,0.012935,0.013498,0.013084,0.013479,0.013294
95,0.419133,0.301576,0.422285,0.305239,0.423884,0.4014,0.233235,0.392142,0.237236,0.393705,0.895841,0.869152,0.904013,0.868158,0.904175,0.016947,0.019982,0.01718,0.019823,0.017104,0.013492,0.014058,0.01418,0.013476,0.014056
96,0.422532,0.312812,0.412115,0.299413,0.408307,0.404905,0.233962,0.400175,0.230249,0.407485,0.894272,0.868347,0.90181,0.864801,0.901608,0.017057,0.0199,0.017046,0.019918,0.01698,0.013134,0.014099,0.013686,0.014083,0.014029
97,0.423243,0.339541,0.404,0.322884,0.424748,0.403059,0.25247,0.401244,0.24758,0.401475,0.891454,0.862052,0.897005,0.862347,0.894741,0.016893,0.01954,0.017087,0.019515,0.017038,0.013264,0.013432,0.013921,0.01353,0.013881
98,0.405948,0.310249,0.415683,0.311262,0.401426,0.401267,0.241947,0.396335,0.23777,0.399841,0.900602,0.870003,0.906465,0.872313,0.906126,0.017088,0.019685,0.017036,0.019833,0.01696,0.014069,0.013239,0.013526,0.013731,0.013278
99,0.407272,0.304595,0.396387,0.28087,0.39723,0.392466,0.214371,0.399852,0.220239,0.386467,0.891494,0.862513,0.896821,0.865406,0.892055,0.017185,0.020147,0.016983,0.02016,0.017217,0.013086,0.013781,0.013335,0.014078,0.014271
